"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"chr18-21703209-21705371",2.84010169447157e-06,0.374941074234925,0.616,0.52,0.353836909707435
"chr4-139014435-139016503",2.84438228192603e-06,0.426501711530252,0.652,0.521,0.354370210976036
"chr1-208132100-208132617",2.85159124281762e-06,-2.4041951376472,0.032,0.157,0.355268346577676
"chr17-82518989-82520789",2.8535872705812e-06,-0.829347189165619,0.308,0.489,0.35551702369263
"chr19-18000336-18003012",2.85853173528764e-06,0.755773694618503,0.48,0.336,0.356133034772546
"chr4-40749641-40750587",2.86217580222545e-06,0.989579904171776,0.384,0.226,0.35658703449606
"chr5-73201612-73202369",2.86259454810976e-06,-1.28565917257943,0.148,0.333,0.356639204370803
"chr17-28576630-28577434",2.86766578190795e-06,0.601500889784477,0.42,0.313,0.357271009104783
"chr9-128880928-128883556",2.87092822802573e-06,0.437940295893749,0.608,0.501,0.357677464216813
"chr18-7941519-7941989",2.87267978934206e-06,1.22066121047438,0.184,0.081,0.35789568423497
"chr8-139854375-139857948",2.8797404368808e-06,0.146974052776241,0.544,0.41,0.358775342069231
"chr22-42532832-42533943",2.93193923249462e-06,0.902009856712715,0.268,0.142,0.365278581219575
"chr13-33678973-33679779",2.94105150521496e-06,1.32656410163546,0.196,0.083,0.366413842828712
"chr20-25695959-25697311",2.9413425367977e-06,0.467157982266489,0.604,0.47,0.366450101289478
"chr4-15956144-15956686",2.94454409519105e-06,1.64447377010595,0.18,0.057,0.366848970643472
"chr20-35663574-35665385",2.95711257716933e-06,0.4912992690985,0.604,0.448,0.368414827539219
"chr15-90046733-90047562",2.95804663639582e-06,-3.18326196646029,0.012,0.123,0.36853119824201
"chr12-401196-402110",2.96483901127432e-06,-0.978033862685212,0.276,0.448,0.369377433058622
"chr20-37526128-37528578",2.96751636210577e-06,0.700306279491326,0.496,0.374,0.36971099348931
"chr12-92055770-92056331",2.97823655136905e-06,1.9677659073339,0.108,0.035,0.371046578988864
"chr17-63696478-63702885",2.97944105524476e-06,0.8408418655636,0.464,0.293,0.371196643308723
"chr4-25376569-25377842",2.98577648361827e-06,0.541113439883397,0.564,0.454,0.371985948988065
"chr13-39602394-39603955",2.98653805294378e-06,1.16467809239922,0.328,0.166,0.372080829864054
"chr8-11448114-11452743",2.99095637024187e-06,-1.55024625690584,0.204,0.366,0.372631290342953
"chr7-151006774-151009300",2.99779177895035e-06,1.19486252226602,0.24,0.112,0.373482886572308
"chr3-194632729-194634075",2.99855631975287e-06,1.07124061613239,0.32,0.178,0.373578137652731
"chr10-70403730-70406172",3.00020195140833e-06,-0.880201608302071,0.408,0.574,0.373783160318158
"chr7-65037617-65039283",3.00830786790784e-06,0.454264276918297,0.644,0.562,0.374793044031166
"chr2-176553631-176554816",3.00866859147219e-06,1.64104025092229,0.208,0.078,0.374837985137154
"chr22-47337142-47337623",3.0122273250554e-06,1.34671082030011,0.144,0.063,0.375281353519352
"chr19-3046443-3048132",3.02185660410338e-06,-1.77605783610844,0.08,0.235,0.376481026878824
"chr14-77184307-77184775",3.02198651364323e-06,1.31259009892986,0.156,0.069,0.376497211788756
"chrX-22110629-22111232",3.02247710375126e-06,-2.97331236670094,0.028,0.136,0.376558332447955
"chr6-108117421-108118523",3.02505595751641e-06,1.33878216973769,0.204,0.096,0.376879621523139
"chr15-64651386-64652130",3.02583253200367e-06,1.65720668540986,0.124,0.059,0.376976371832209
"chr12-6827227-6829892",3.0308869375864e-06,-1.41647687279829,0.144,0.299,0.37760608000614
"chr7-93117410-93118513",3.04000171504549e-06,1.12154857237387,0.264,0.142,0.378741653670658
"chr13-52127675-52129372",3.05108925338088e-06,0.59847034418661,0.536,0.377,0.38012300572171
"chr8-11567038-11567851",3.06164734495142e-06,-3.63511844743224,0.008,0.126,0.381438396118117
"chr4-151324663-151326063",3.06581262266995e-06,-1.43816635254263,0.144,0.267,0.381957331407959
"chr12-15881630-15883081",3.07943713664621e-06,-0.82228668348107,0.356,0.549,0.383654755106204
"chr19-53431309-53432689",3.08441356621851e-06,0.365249304076025,0.572,0.493,0.3842747485609
"chr11-59101956-59102964",3.08481481118187e-06,1.40591718806409,0.136,0.065,0.384324738065905
"chr19-44725091-44725642",3.08755036473511e-06,-2.83287435035999,0.04,0.129,0.384665549740889
"chr1-39960296-39961123",3.09216064721589e-06,-3.08557682013335,0.016,0.122,0.385239926394039
"chr22-24994372-24994885",3.09461343640072e-06,-3.63935374619677,0.02,0.115,0.385545509587421
"chr11-78187729-78189263",3.10150313305083e-06,-0.89841778925537,0.344,0.529,0.38640386933427
"chr3-125054426-125056615",3.10275415062252e-06,0.661746110202589,0.328,0.244,0.386559728609457
"chr4-184733254-184734722",3.10712976671103e-06,0.464420675684667,0.624,0.511,0.387104869115461
"chr8-90644623-90647041",3.1137880096516e-06,-0.853670393315808,0.464,0.626,0.387934392970454
"chr15-89416214-89416964",3.1149819698827e-06,-2.48020223121589,0.032,0.154,0.388083143699806
"chr17-30599526-30601582",3.11515868625353e-06,0.46667377562667,0.56,0.495,0.388105160085582
"chr8-26382490-26384179",3.11828688599045e-06,-0.86125193249172,0.456,0.623,0.388494889978006
"chr13-101289749-101290160",3.12691640670285e-06,0.830326845421249,0.244,0.136,0.389570007445482
"chr3-188294738-188295544",3.12709520902545e-06,-1.84841243059314,0.084,0.205,0.389592283711644
"chr7-101153946-101155147",3.13095879097295e-06,0.91836168534683,0.42,0.241,0.390073631932156
"chr2-177164476-177166710",3.1429606994471e-06,0.929567965877264,0.288,0.155,0.391568901701316
"chr16-20674057-20676624",3.14601460086659e-06,-1.81535418168781,0.072,0.231,0.391949375063564
"chr18-7902267-7902742",3.147104126649e-06,1.09541949333582,0.168,0.082,0.392085114722693
"chr16-30921498-30924758",3.16395479623881e-06,-0.568159615896046,0.712,0.847,0.394184472244209
"chr3-158097747-158098522",3.17750485833688e-06,0.794785446705515,0.26,0.157,0.395872620280758
"chr7-150897263-150899078",3.17949115625416e-06,1.2229855120424,0.228,0.123,0.396120085193081
"chr5-180784460-180787317",3.18517726087239e-06,-1.70030136192631,0.092,0.234,0.396828494223047
"chr7-47100866-47101235",3.19586986100005e-06,1.91930304176291,0.124,0.034,0.398160642502552
"chr1-32892709-32894127",3.20299665142768e-06,-1.34757916558686,0.172,0.338,0.399048540814768
"chr10-5941679-5946461",3.20879225743427e-06,-1.57045646717736,0.128,0.281,0.399770592184706
"chr3-13071996-13073987",3.21042728745764e-06,2.71466699303155,0.104,0.021,0.399974294035198
"chr7-33932800-33933266",3.21472232493168e-06,1.47581829729426,0.22,0.087,0.400509395573938
"chr5-72847828-72849444",3.22373044564176e-06,0.457147502645529,0.488,0.402,0.401631681300725
"chr19-36151077-36152982",3.22652806971594e-06,2.05471160903015,0.176,0.032,0.40198022609363
"chr17-17844511-17845781",3.22715014033169e-06,-1.69578779648303,0.132,0.271,0.402057727383364
"chr1-153565534-153567310",3.22719668105913e-06,-1.4698227237333,0.16,0.327,0.402063525706432
"chr6-53334844-53336279",3.23176480189749e-06,1.85023807718614,0.148,0.057,0.402632649609201
"chr2-172339448-172339900",3.23786908008373e-06,1.51985159639965,0.16,0.051,0.403393157211312
"chr17-81537317-81538485",3.24271525815078e-06,-1.55696875973395,0.1,0.261,0.403996923151973
"chr21-39867131-39867579",3.24877933044406e-06,0.746706510016934,0.132,0.071,0.404752421662703
"chr18-70781860-70782277",3.25064836011274e-06,1.8510413816356,0.116,0.036,0.404985276593006
"chr8-143382761-143384017",3.25806189790584e-06,-2.26983546482629,0.036,0.165,0.405908899612497
"chr8-11589227-11589895",3.25939578734336e-06,-4.06938032467345,0.008,0.119,0.40607508356196
"chr6-82363402-82365694",3.25963554828044e-06,-1.87132486140808,0.096,0.198,0.406104954418066
"chr17-75204848-75206084",3.26902495028617e-06,-0.96730870413731,0.236,0.419,0.407274742456352
"chr1-94044179-94046151",3.28663363906578e-06,-3.49522448584462,0.024,0.121,0.40946853855665
"chr9-34328772-34330227",3.29794132954815e-06,-0.718320393499476,0.408,0.59,0.410877318483085
"chr6-14073700-14075731",3.30296216320321e-06,1.33810468797858,0.14,0.065,0.411502844064836
"chr7-76313966-76314780",3.31468161180173e-06,0.641483888342688,0.464,0.336,0.41296292328793
"chr11-65786282-65787509",3.32163551766936e-06,-7.07924245602327,0.004,0.209,0.413829282604355
"chr17-19507162-19508882",3.3360272226171e-06,0.645331211580963,0.484,0.348,0.415622287556974
"chr5-174951131-174951599",3.34770150902423e-06,-2.90792285500624,0.032,0.118,0.417076740203292
"chr16-49018980-49020314",3.35073359804867e-06,-2.17907506018966,0.108,0.222,0.417454496046492
"chr20-841050-842626",3.35419530302201e-06,-3.56373123920773,0.012,0.122,0.4178857760223
"chr17-7614215-7615685",3.35521066189076e-06,-0.676632420822743,0.48,0.632,0.418012275522322
"chr10-50577545-50578141",3.36635194220931e-06,-3.47164641614316,0.016,0.128,0.41940032307209
"chr20-32819510-32820982",3.38195669600085e-06,0.591867082021118,0.572,0.427,0.421344456927962
"chr4-44677763-44679240",3.38467554642683e-06,0.65518481967617,0.48,0.366,0.421683187627133
"chr12-10212001-10214814",3.38710737166392e-06,-0.749081200751478,0.488,0.655,0.421986159006121
"chr3-4736311-4736995",3.39724001682731e-06,-5.26132969434255,0.008,0.132,0.423248544736447
"chr6-83511828-83512818",3.40109182229129e-06,-5.21278876964996,0.008,0.135,0.423728425771982
"chr4-184647965-184650328",3.40534586199689e-06,0.370137925263766,0.7,0.626,0.424258419562745
"chr4-82561338-82562370",3.40922163283607e-06,-2.0016067141563,0.056,0.17,0.424741286348515
"chr6-157539403-157540456",3.40933714326574e-06,-2.96957128676781,0.02,0.128,0.424755677330906
"chr9-132141487-132141960",3.41354134955948e-06,1.32029610220257,0.14,0.057,0.425279462576218
"chr10-92747546-92748087",3.42277775471842e-06,-2.53413794672731,0.032,0.143,0.426430189349349
"chrX-72168879-72169562",3.43229231105071e-06,1.8420247493022,0.108,0.037,0.427615569864564
"chr8-23528315-23530333",3.43436526347544e-06,-0.938928403828497,0.312,0.505,0.427873830715351
"chr11-118633936-118635606",3.43928791231302e-06,-1.49788924186815,0.128,0.271,0.428487123843429
"chr5-151085221-151087503",3.44109113820097e-06,-1.62032608852352,0.124,0.302,0.428711780543906
"chr10-99430132-99431693",3.45188064151362e-06,-0.81353458328819,0.488,0.641,0.430056001603616
"chr16-68744629-68745351",3.48036065754191e-06,-1.80750514093572,0.092,0.225,0.433604212880516
"chr7-98869492-98870730",3.48285495622733e-06,1.48894294947931,0.216,0.092,0.433914967576538
"chr5-136058003-136059000",3.48525321600106e-06,1.60313446946803,0.232,0.084,0.434213757168708
"chr10-124565560-124566395",3.49423368173963e-06,-7.10574467249581,0.004,0.203,0.435332597473213
"chr5-131288368-131290135",3.49955912345731e-06,1.88742282682932,0.1,0.034,0.435996072955052
"chr3-50112442-50112915",3.51157447642876e-06,0.976569372911808,0.244,0.134,0.437493017720354
"chr5-58759727-58760249",3.51511909172555e-06,1.906752811791,0.108,0.034,0.43793462716172
"chr5-148807703-148809791",3.51682216012642e-06,0.979643315867643,0.3,0.163,0.43814680564151
"chr3-72289000-72289982",3.51941434829534e-06,0.931532612816346,0.192,0.104,0.438469755996723
"chr6-117906733-117908371",3.51945004054925e-06,-1.62343938620666,0.112,0.247,0.438474202751869
"chr7-40717253-40717620",3.52202603061075e-06,2.15629509864221,0.148,0.038,0.43879513504967
"chr8-142726222-142728595",3.52522362360249e-06,-0.874542744464102,0.456,0.615,0.43919351037014
"chr9-89842102-89842803",3.52653875521696e-06,-2.47629841308878,0.056,0.147,0.43935735735746
"chr22-37241263-37245922",3.53646262943662e-06,2.88293383019157,0.1,0.023,0.44059373315099
"chr20-50415059-50416195",3.53690536984717e-06,0.92331973174873,0.404,0.248,0.440648892407779
"chr18-25349307-25352653",3.54200895423664e-06,1.1291011652885,0.328,0.159,0.441284727572526
"chr18-3584846-3587298",3.54203352600274e-06,1.97522427591693,0.172,0.053,0.441287788870577
"chr12-94458743-94460786",3.55601776010206e-06,0.35453163699445,0.62,0.524,0.443030028660075
"chr8-38899658-38904029",3.58323529184123e-06,1.08614623471319,0.288,0.17,0.446420952069331
"chr8-28365044-28366271",3.60492217203399e-06,-1.39157695207111,0.2,0.35,0.449122833725027
"chr1-31432362-31434816",3.60585366401405e-06,-2.8855774694684,0.02,0.137,0.449238884584854
"chr17-57407415-57408125",3.61403770541255e-06,1.23240922320351,0.128,0.054,0.450258501566528
"chr17-57671715-57672787",3.6325999852624e-06,1.19854006130791,0.24,0.12,0.452571101763901
"chr9-78369651-78370011",3.63814128329437e-06,1.48670419034418,0.108,0.047,0.453261469920513
"chr19-40442702-40445184",3.6397586772946e-06,0.313221234787348,0.824,0.758,0.453462974569425
"chr6-30730498-30731374",3.64329226890499e-06,-1.38063521476095,0.152,0.338,0.453903210613797
"chr3-19866693-19867140",3.66335845778804e-06,1.31465358956706,0.116,0.053,0.45640317682198
"chr1-44631350-44632865",3.66566365512855e-06,0.569590558569218,0.428,0.319,0.456690372137845
"chr7-50564911-50565880",3.6712290637065e-06,0.887699051235918,0.244,0.105,0.457383744130939
"chr11-77191976-77192512",3.68103699308017e-06,-3.68103662707619,0.008,0.112,0.458605674819886
"chr7-32494846-32496405",3.68422376720454e-06,0.467405713779268,0.58,0.493,0.459002702260945
"chr7-6080588-6081971",3.68624822313803e-06,0.481208603846472,0.64,0.503,0.459254921127875
"chr11-45252349-45252842",3.69041185748057e-06,1.1426797848027,0.176,0.08,0.459773651676074
"chr17-74442618-74444853",3.75026423156065e-06,-0.946480899964495,0.248,0.436,0.467230419553215
"chr17-72976886-72978344",3.75056875148445e-06,-2.50370246500999,0.052,0.153,0.467268358472441
"chr8-22053259-22055661",3.76827472184501e-06,-1.57210643695937,0.136,0.294,0.469474274495783
"chr19-52170895-52171987",3.77377687779266e-06,0.843172463332678,0.352,0.209,0.470159766096676
"chr17-38967175-38967863",3.77581720567802e-06,0.989304076607231,0.356,0.21,0.470413962386602
"chr9-137034418-137035857",3.77726776677162e-06,0.881333396683916,0.336,0.207,0.470594681991009
"chr1-152034326-152037380",3.77811645721007e-06,0.617392484765617,0.38,0.269,0.470700416937973
"chr1-7953749-7954705",3.80734393861827e-06,-2.2014765337941,0.048,0.189,0.474341751936696
"chr8-12014731-12015475",3.81648574631643e-06,-2.03426450992226,0.048,0.174,0.475480693190579
"chr12-112108149-112109760",3.81658359907017e-06,0.532757128057528,0.48,0.346,0.475492884273757
"chr22-23520658-23523473",3.81675106550003e-06,-0.854497711457978,0.456,0.619,0.475513748246387
"chr3-47009097-47010251",3.82443597366279e-06,1.50615649662003,0.204,0.07,0.476471180214752
"chr1-161068041-161070510",3.84348808570495e-06,2.82950632041598,0.104,0.019,0.478844806645636
"chr11-66568092-66568921",3.87883234060617e-06,-1.65322336263332,0.088,0.212,0.48324820598676
"chr15-90869481-90873293",3.88360062473908e-06,0.521583986183788,0.42,0.283,0.483842267433743
"chr19-3403461-3405479",3.8842490125624e-06,-1.22848860039123,0.208,0.326,0.483923047479099
"chr10-33772450-33773546",3.89380588580259e-06,1.36298723373848,0.14,0.051,0.485113700088601
"chr18-22558980-22560407",3.89821678394292e-06,0.724771793655774,0.34,0.214,0.485663236244312
"chr19-10501850-10503773",3.90118236774155e-06,0.40610579073619,0.624,0.518,0.486032706467448
"chr7-156892204-156893900",3.90247563231827e-06,0.369514644288522,0.62,0.549,0.486193829128004
"chr4-17810089-17811564",3.9213343542487e-06,0.410658122753801,0.608,0.53,0.488543361858428
"chr11-64245242-64247939",3.92233656993699e-06,0.653468585146008,0.444,0.31,0.48866822390217
"chr17-64145286-64147216",3.92290471087866e-06,0.484895239762997,0.632,0.515,0.488739006309528
"chr3-195001915-195002368",3.92937324114264e-06,1.7812958005398,0.108,0.036,0.489544894620997
"chr1-109499564-109500317",3.93603360088848e-06,-2.62629743799236,0.024,0.132,0.490374682200292
"chr14-22554624-22559041",3.93840598132072e-06,1.0601203544346,0.344,0.224,0.490670247588823
"chr9-136538368-136540620",3.95984965927234e-06,-1.59316036829776,0.112,0.275,0.493341829650104
"chr18-57801668-57803978",3.96178689668183e-06,0.445066582940521,0.62,0.491,0.493583182310003
"chr9-111597728-111600098",3.96610185249928e-06,0.67633266115566,0.444,0.307,0.494120765395475
"chr2-43168401-43171179",3.97297645971953e-06,0.853704823890767,0.308,0.192,0.494977245210617
"chr6-44245569-44258813",3.97426913501422e-06,-0.693830429305976,0.82,0.844,0.495138294454882
"chr10-32055318-32057021",3.97799911365353e-06,0.391969586061595,0.516,0.422,0.495602997573639
"chr17-41972580-41973759",3.98059563590117e-06,0.703314760843486,0.42,0.294,0.495926487894383
"chr5-173887437-173889067",3.99185784807919e-06,0.249385305768053,0.744,0.678,0.497329601860794
"chr14-104752187-104754378",4.00695558916378e-06,-0.630425236826456,0.492,0.684,0.499210569031559
"chr5-181216129-181218790",4.0105914535018e-06,0.422964454985181,0.496,0.443,0.499663546825976
"chr9-133128896-133129855",4.01195256348906e-06,1.09461218104186,0.228,0.147,0.499833122074848
"chr4-109814983-109816495",4.05979630487922e-06,0.573087406013924,0.488,0.356,0.505793782439682
"chr8-28383418-28387453",4.09809302199729e-06,-0.984492177848056,0.436,0.584,0.510565017238554
"chr2-231412004-231412792",4.1010069200737e-06,-1.68608632933402,0.08,0.214,0.510928048144302
"chr2-28695276-28695672",4.10868783767678e-06,0.894597627860112,0.172,0.085,0.511884982944799
"chr10-73591231-73592292",4.11200288982909e-06,1.54411002030218,0.116,0.043,0.512297992032247
"chr5-110738312-110739752",4.13033411534761e-06,0.418621606798923,0.584,0.465,0.514581806094697
"chr17-76671034-76672341",4.14034984209887e-06,-0.786993328984007,0.364,0.546,0.51582962542773
"chr8-142815757-142816783",4.14140125904481e-06,-3.95948855926108,0.008,0.106,0.515960617259357
